pair,trips,toolong,average
31059to31249,7,0,2014
31060to31000,1,0,1382
31060to31001,2,0,1251
31060to31002,34,0,1304
31060to31003,4,0,1646
31060to31004,1,0,1234
31060to31005,10,0,1215
31060to31006,8,0,1095
31060to31007,17,0,1258
31060to31008,3,0,1456
31060to31009,6,0,1261
31060to31010,15,1,1029
31060to31011,5,0,1156
31060to31012,4,0,1057
31060to31013,10,0,1222
31060to31014,1,0,3357
31060to31021,1,0,1351
31060to31024,1,0,1597
31060to31026,1,0,1419
31060to31032,1,0,1726
31060to31036,19,0,2027
31060to31037,1,0,1882
31060to31038,3,0,1925
31060to31039,3,0,2193
31060to31040,1,0,2170
31060to31043,14,0,1573
31060to31045,1,0,1771
31060to31047,3,0,1427
31060to31048,5,0,1564
31060to31052,5,0,945
31060to31053,4,0,1459
31060to31054,5,0,2085
31060to31055,20,2,572
31060to31056,17,0,691
31060to31057,26,9,228
31060to31058,3,0,868
31060to31059,8,0,896
31060to31061,27,1,412
31060to31062,17,0,774
31060to31063,101,0,640
31060to31064,6,0,1003
31060to31068,3,0,1147
31060to31108,1,0,3243
31060to31209,2,0,2665
31060to31215,5,0,3147
31060to31231,2,0,2816
31060to31235,2,0,3303
31060to31237,2,0,3481
31060to31240,11,0,1615
31060to31244,3,0,3633
31060to31246,8,0,3137
31060to31247,1,0,2379
31060to31248,1,0,3759
31060to31249,10,0,2017
31060to31258,10,0,2216
31060to31266,1,0,2882
31061to31005,1,0,2904
31061to31006,1,0,1380
31061to31010,1,0,939
31061to31027,1,0,2630
31061to31039,5,0,1315
31061to31041,1,0,1950
31061to31053,10,0,765
31061to31055,4,0,630
31061to31056,2,0,353
31061to31057,10,0,233
31061to31059,1,0,533
31061to31060,25,0,308
31061to31064,1,0,1188
31062to31006,1,0,975
31062to31036,6,2,1158
31062to31039,1,0,1116
31062to31053,1,0,1232
31062to31054,2,0,670
31062to31057,5,0,616
31062to31058,7,0,444
31062to31060,9,0,743
31062to31063,2,0,385
31062to31066,1,0,791
31062to31067,2,0,524
31062to31069,2,0,713
31062to31244,1,0,2583
31062to31249,1,0,2747
31063to31002,1,0,1217
31063to31006,1,0,1086
31063to31007,1,0,1761
31063to31010,2,0,1312
31063to31023,1,0,1547
31063to31025,1,0,2913
31063to31026,1,0,1777
31063to31032,1,0,1637
31063to31034,2,0,1421
31063to31036,16,0,1474
31063to31043,1,0,2015
31063to31048,2,0,1872
31063to31053,1,0,1226
31063to31055,1,0,682
31063to31056,1,0,759
31063to31057,9,0,646
31063to31058,3,0,833
31063to31059,1,0,803
31063to31060,141,2,633
31063to31062,4,1,262
31063to31064,1,0,1151
31063to31068,3,0,440
31063to31069,4,0,2325
31063to31249,1,0,1853
31063to32901,1,0,1698
31064to31007,1,0,1213
31064to31008,1,0,1194
31064to31010,1,0,1040
31064to31036,1,0,2633
31064to31045,4,0,1239
31064to31047,1,0,944
31064to31048,2,0,1029
31064to31054,1,0,1164
31064to31055,1,0,1132
31064to31059,12,1,154
31064to31060,13,0,600
31064to31235,1,0,2200
31065to31006,1,0,2578
31065to31014,9,0,840
31065to31015,25,0,654
31065to31016,7,0,706
31065to31017,81,0,434
31065to31018,2,0,1032
31065to31019,13,0,514
31065to31020,27,1,404
31065to31021,22,0,390
31065to31022,33,0,493
31065to31023,2,0,652
31065to31024,4,0,619
31065to31025,3,0,765
31065to31026,13,0,345
31065to31027,2,0,1044
31065to31028,4,0,468
31065to31029,2,0,776
31065to31030,1,0,646
31065to31031,1,0,482
31065to31032,9,3,153
31065to31033,2,0,607
31065to31034,1,0,555
31065to31035,14,0,632
31065to31037,4,0,983
31065to31039,3,0,734
31065to31040,2,0,666
31065to31048,1,0,8100
31065to31049,3,0,1008
31065to31050,23,0,191
31065to31053,2,0,927
31065to31058,1,0,731
31065to31067,1,0,773
31065to31069,3,0,674
31065to31200,2,0,1897
31065to31215,1,0,1597
31065to31225,4,0,1334
31065to31236,2,0,1268
31065to31250,1,0,2476
31065to31254,2,0,2712
31066to31001,2,0,1546
31066to31003,2,0,1768
31066to31005,23,0,499
31066to31006,17,0,457
31066to31007,3,0,1221
31066to31008,4,0,515
31066to31009,1,0,783
31066to31010,1,0,2471
31066to31011,1,0,1566
31066to31017,2,0,1118
31066to31020,1,0,1306
31066to31021,1,0,1118
31066to31022,3,0,1065
31066to31023,1,0,1417
31066to31026,1,0,1205
31066to31032,1,0,910
31066to31035,2,0,2142
31066to31037,1,0,1433
31066to31053,11,0,298
31066to31054,2,0,629
31066to31058,2,0,657
31066to31067,4,0,534
31066to31206,2,0,1158
31066to31211,8,0,1678
31066to31220,1,0,1114
31066to31222,1,0,1340
31066to31227,1,0,1466
31066to31233,1,0,1682
31066to31240,3,0,1466
31066to31249,8,0,1257
31066to31255,2,0,1692
31066to31257,4,0,1332
31066to31258,9,0,901
31067to31005,4,0,716
31067to31006,6,2,745
31067to31016,1,0,1401
31067to31017,3,0,920
31067to31019,1,0,695
31067to31021,4,0,884
31067to31022,4,0,809
31067to31023,2,0,990
31067to31024,3,0,1349
31067to31026,2,0,831
31067to31033,1,0,840
31067to31034,1,0,1306
31067to31049,2,0,1464
31067to31050,1,0,861
31067to31053,9,1,289
31067to31054,20,1,183
31067to31060,2,0,881
31067to31062,3,0,577
31067to31065,2,0,1319
31067to31068,3,0,844
31067to31236,1,0,1915
31067to31249,2,0,2006
31067to31258,6,0,1117
31067to31623,1,0,2594
31068to31035,1,0,784
31068to31037,1,0,1017
31068to31039,1,0,884
31068to31051,1,0,1544
31068to31060,3,0,989
31068to31063,1,0,356
31068to31065,1,0,1512
31068to31067,9,0,1059
31068to31069,1,0,1298
31069to31006,1,0,1361
31069to31015,1,0,1230
31069to31016,3,0,1014
31069to31017,4,0,864
31069to31019,1,0,583
31069to31020,1,0,788
31069to31021,2,0,678
31069to31022,19,0,652
31069to31023,6,0,617
31069to31024,47,0,439
31069to31025,10,0,519
31069to31026,3,0,540
31069to31030,1,0,1027
31069to31032,2,0,1053
31069to31033,2,0,476
31069to31034,4,0,435
31069to31035,5,1,219
31069to31036,2,0,359
31069to31037,37,0,447
31069to31039,15,0,423
31069to31040,4,0,546
31069to31057,1,0,960
31069to31059,1,0,1194
31069to31063,1,0,809
31069to31065,2,0,695
31069to31067,2,0,751
31069to31068,1,0,1044
31069to31228,1,0,2719
31069to31240,1,0,2566
31069to31252,1,0,2451
31069to31633,1,0,1851
31100to31006,1,0,1618
31100to31008,1,0,1730
31100to31009,1,0,1683
31100to31012,1,0,1511
31100to31013,1,0,2136
31100to31014,46,1,940
31100to31015,12,3,1340
31100to31016,2,0,978
31100to31017,2,0,1283
31100to31018,2,0,1230
31100to31019,2,0,2057
31100to31021,2,0,2173
31100to31022,1,0,1786
31100to31025,2,0,2943
31100to31027,1,0,1286
31100to31028,1,0,1833
31100to31029,4,0,1250
31100to31030,1,0,1792
31100to31031,1,0,1762
31100to31036,1,0,1446
31100to31042,2,0,3559
31100to31051,6,1,1190
31100to31053,1,0,2292
31100to31101,101,1,937
31100to31102,14,0,1322
31100to31103,22,0,1111
31100to31104,47,0,973
31100to31105,77,0,1175
31100to31106,42,0,1083
31100to31107,39,0,1201
31100to31108,38,0,1230
31100to31109,59,0,819
31100to31110,116,0,685
31100to31111,29,0,1001
31100to31112,8,0,1457
31100to31113,71,0,936
31100to31114,51,2,786
31100to31115,10,0,1250
31100to31116,100,1,718
31100to31117,22,0,997
31100to31118,9,0,1243
31100to31200,217,5,490
31100to31201,267,3,590
31100to31202,61,0,774
31100to31203,153,2,586
31100to31204,91,10,204
31100to31205,40,4,189
31100to31206,367,7,187
31100to31207,4,0,1264
31100to31208,1,0,1211
31100to31209,3,1,1595
31100to31210,3,0,271
31100to31211,14,0,771
31100to31212,168,5,292
31100to31213,255,7,227
31100to31214,125,1,573
31100to31215,75,2,556
31100to31216,158,5,311
31100to31217,8,0,769
31100to31218,25,0,932
31100to31219,28,0,896
31100to31220,30,2,258
31100to31221,146,11,212
31100to31222,109,10,273
31100to31223,36,0,745
31100to31224,41,4,213
31100to31225,117,4,621
31100to31226,48,0,1008
31100to31227,172,3,362
31100to31228,197,2,587
31100to31229,281,0,633
31100to31230,181,3,455
31100to31231,61,3,496
31100to31232,117,1,680
31100to31233,94,4,223
31100to31234,168,6,385
31100to31235,53,2,302
31100to31236,20,0,958
31100to31237,282,7,330
31100to31238,112,3,304
31100to31239,150,4,343
31100to31240,10,1,857
31100to31241,174,2,461
31100to31242,31,18,80
31100to31243,10,0,945
31100to31244,35,0,1093
31100to31245,29,0,806
31100to31246,221,3,413
31100to31247,37,6,821
31100to31248,20,0,731
31100to31249,20,1,1044
31100to31250,22,0,225
31100to31251,132,1,491
31100to31252,42,4,125
31100to31253,28,8,100
31100to31254,39,1,363
31100to31255,45,0,421
31100to31256,36,2,582
31100to31257,117,4,220
31100to31258,30,3,736
31100to31259,30,0,295
31100to31260,15,2,395
31100to31261,9,3,305
31100to31262,34,1,537
31100to31263,46,1,508
31100to31264,15,0,869
31100to31265,54,0,703
31100to31266,46,1,649
31100to31267,44,0,496
31100to31268,13,0,919
31100to31269,3,0,1429
31100to31270,14,0,755
31100to31271,7,0,918
31100to31272,1,0,1265
31100to31300,14,0,1685
31100to31303,3,0,1966
31100to31304,18,0,1535
31100to31305,13,0,1307
31100to31306,11,0,1358
31100to31307,3,0,1342
31100to31311,1,0,1301
31100to31312,19,1,738
31100to31400,22,0,1683
31100to31401,8,0,1388
31100to31402,3,0,1670
31100to31404,8,0,1675
31100to31405,1,0,2872
31100to31406,2,0,1504
31100to31500,7,0,1544
31100to31503,37,0,921
31100to31505,2,0,1091
31100to31506,67,0,945
31100to31507,1,0,1662
31100to31508,11,0,1596
31100to31509,16,0,842
31100to31600,198,0,707
31100to31602,49,0,1257
31100to31603,29,0,1143
31100to31604,48,0,817
31100to31605,18,0,1453
31100to31606,13,0,1369
31100to31607,4,0,1548
31100to31608,18,0,1437
31100to31609,33,0,1018
31100to31610,24,0,1336
31100to31611,8,0,1317
31100to31612,22,0,1148
31100to31613,21,0,1412
31100to31614,1,0,1199
31100to31615,15,0,1207
31100to31616,19,1,1189
31100to31617,1,0,941
31100to31618,7,0,1354
31100to31619,29,0,1450
31100to31620,43,2,778
31100to31621,9,0,970
31100to31622,14,0,1464
31100to31623,56,0,1097
31100to31624,91,0,826
31100to31625,5,0,1531
31100to31626,9,0,1494
31100to31627,14,0,1234
31100to31628,11,0,1229
31100to31629,7,0,1318
31100to31631,6,0,1393
31100to31632,1,0,1265
31100to31633,1,0,779
31100to31703,1,0,1577
31101to31002,2,0,2193
31101to31006,2,0,2375
31101to31010,1,0,23612
31101to31011,9,0,2136
31101to31014,25,0,1315
31101to31015,9,0,1523
31101to31016,7,0,1465
31101to31017,3,0,2615
31101to31019,1,0,2111
31101to31020,1,0,1515
31101to31022,4,0,2423
31101to31027,1,0,1332
31101to31029,2,0,1315
31101to31030,2,0,1913
31101to31041,1,0,4637
31101to31042,1,0,4979
31101to31043,2,0,5569
31101to31100,108,0,745
31101to31102,370,8,517
31101to31103,264,2,480
31101to31104,303,8,502
31101to31105,498,11,355
31101to31106,200,4,637
31101to31107,211,3,645
31101to31108,21,0,1592
31101to31109,435,20,337
31101to31110,785,17,360
31101to31111,425,37,229
31101to31112,13,2,659
31101to31113,189,5,471
31101to31114,309,6,333
31101to31115,115,0,576
31101to31116,1275,33,254
31101to31117,105,4,359
31101to31118,61,0,578
31101to31200,1697,33,472
31101to31201,1237,39,326
31101to31202,461,26,196
31101to31203,902,34,307
31101to31204,81,0,936
31101to31205,118,0,870
31101to31206,22,0,1036
31101to31207,92,0,564
31101to31208,7,0,1617
31101to31209,9,0,1725
31101to31210,1,0,731
31101to31211,33,0,1147
31101to31212,398,2,628
31101to31213,356,1,601
31101to31214,695,25,328
31101to31215,71,3,1046
31101to31216,347,3,524
31101to31217,95,0,958
31101to31218,34,0,1095
31101to31219,46,3,1071
31101to31220,221,0,970
31101to31221,147,0,638
31101to31222,154,1,719
31101to31223,238,4,597
31101to31224,186,0,658
31101to31225,83,0,1111
31101to31226,36,0,1190
31101to31227,114,2,634
31101to31228,227,2,756
31101to31229,631,44,223
31101to31230,239,3,779
31101to31231,181,4,791
31101to31232,147,4,928
31101to31233,180,2,676
31101to31234,307,2,537
31101to31235,48,0,1114
31101to31236,134,0,959
31101to31237,161,2,855
31101to31238,138,2,673
31101to31239,589,7,486
31101to31240,21,0,1383
31101to31241,712,15,360
31101to31242,142,0,829
31101to31243,51,0,1150
31101to31244,55,1,1206
31101to31245,269,6,427
31101to31246,230,0,868
31101to31247,69,3,1188
31101to31248,48,1,1205
31101to31249,18,1,1864
31101to31250,145,0,617
31101to31251,131,3,533
31101to31252,103,0,750
31101to31253,100,0,728
31101to31254,230,5,536
31101to31255,217,0,681
31101to31256,87,1,872
31101to31257,184,1,838
31101to31258,33,1,1549
31101to31259,69,0,863
31101to31260,42,1,1042
31101to31261,37,0,1109
31101to31262,86,1,887
31101to31263,79,0,559
31101to31264,29,1,1109
31101to31265,53,0,791
31101to31266,188,0,517
31101to31267,108,2,467
31101to31268,56,16,111
31101to31269,3,1,1360
31101to31270,11,0,876
31101to31271,3,0,1121
31101to31272,18,0,1077
31101to31300,23,0,1394
31101to31301,5,0,1686
31101to31302,3,0,1579
31101to31303,2,0,1907
31101to31304,17,0,1331
31101to31305,53,0,1062
31101to31306,11,0,1572
31101to31307,33,0,987
31101to31308,4,0,1790
31101to31310,2,0,1709
31101to31311,3,0,1345
31101to31312,54,0,1146
31101to31400,116,2,749
31101to31401,131,0,700
31101to31402,20,0,878
31101to31403,18,0,1564
31101to31404,72,1,885
31101to31405,15,0,1109
31101to31406,32,0,755
31101to31407,11,0,1413
31101to31500,21,0,1043
31101to31501,37,0,1346
31101to31502,1,0,2280
31101to31503,249,4,615
31101to31504,50,0,1271
31101to31505,58,0,869
31101to31506,206,4,634
31101to31507,9,0,1117
31101to31508,29,0,1242
31101to31509,84,1,595
31101to31510,1,0,1324
31101to31511,1,0,1262
31101to31512,5,0,1187
31101to31513,15,1,1001
31101to31600,163,0,758
31101to31601,5,0,2028
31101to31602,396,8,536
31101to31603,149,0,915
31101to31604,102,1,867
31101to31605,20,0,1601
31101to31606,10,0,1636
31101to31607,6,0,1537
31101to31608,2,0,1893
31101to31609,16,0,1699
31101to31610,14,0,1651
31101to31611,50,0,1356
31101to31612,25,0,1362
31101to31613,22,0,1881
31101to31614,71,0,1297
31101to31615,40,0,1131
31101to31616,60,0,1210
31101to31617,8,0,1199
31101to31618,39,2,1537
31101to31619,19,0,1555
31101to31620,77,0,919
31101to31621,47,1,979
31101to31622,10,0,1805
31101to31623,44,1,1149
31101to31624,83,1,1164
31101to31625,7,1,1742
31101to31627,87,1,1057
31101to31628,14,0,1629
31101to31629,8,0,1449
31101to31630,3,0,1506
31101to31631,13,0,1359
31101to31633,19,0,984
31101to31707,21,0,2397
31101to31708,1,0,1455
31102to31005,1,0,2084
31102to31014,74,0,1710
31102to31015,5,0,1635
31102to31016,1,0,1581
31102to31041,1,0,3116
31102to31100,65,0,1067
31102to31101,501,19,465
31102to31103,353,16,363
31102to31104,429,11,504
31102to31105,179,10,258
31102to31106,326,2,631
31102to31107,442,11,369
31102to31108,14,2,1648
31102to31109,250,9,482
31102to31110,156,3,717
31102to31111,763,21,357
31102to31112,25,3,632
31102to31113,97,0,606
31102to31114,47,0,644
31102to31115,108,10,199
31102to31116,147,0,607
31102to31117,119,4,430
31102to31118,27,0,676
31102to31200,472,1,832
31102to31201,435,2,661
31102to31202,282,2,591
31102to31203,183,3,685
31102to31204,133,0,1219
31102to31205,113,0,1084
31102to31206,6,0,1441
31102to31207,75,8,304
31102to31208,2,0,1974
31102to31209,6,0,1897
31102to31211,3,0,1491
31102to31212,170,0,913
31102to31213,75,0,979
31102to31214,203,1,731
31102to31215,38,0,1362
31102to31216,119,1,928
31102to31217,49,0,1217
31102to31218,32,0,1381
31102to31219,67,1,1068
31102to31220,20,0,1239
31102to31221,209,0,800
31102to31222,42,0,1006
31102to31223,148,0,753
31102to31224,176,0,873
31102to31225,48,0,1521
31102to31226,8,0,1446
31102to31227,141,0,868
31102to31228,204,0,840
31102to31229,305,5,602
31102to31230,292,1,846
31102to31231,74,0,1097
31102to31232,104,0,1012
31102to31233,73,0,992
31102to31234,110,0,986
31102to31235,6,0,1464
31102to31236,53,0,1312
31102to31237,91,1,1147
31102to31238,51,0,1088
31102to31239,183,1,810
31102to31240,3,0,2490
31102to31241,283,2,712
31102to31242,27,0,1359
31102to31243,16,0,1444
31102to31244,20,0,1327
31102to31245,165,4,583
31102to31246,155,0,1103
31102to31247,19,1,1370
31102to31248,27,3,1139
31102to31249,11,0,1557
31102to31250,136,0,937
31102to31251,55,2,765
31102to31252,28,0,1141
31102to31253,24,0,1116
31102to31254,133,0,857
31102to31255,173,0,985
31102to31256,36,0,961
31102to31257,110,0,1038
31102to31258,11,0,2064
31102to31259,8,1,1503
31102to31260,7,0,1250
31102to31261,6,0,1863
31102to31262,101,0,863
31102to31263,56,0,730
31102to31264,29,0,1160
31102to31265,34,0,997
31102to31266,132,0,658
31102to31267,97,0,860
31102to31268,152,7,457
31102to31269,2,0,1338
31102to31270,23,0,1014
31102to31271,1,0,1197
31102to31272,5,0,1661
31102to31300,18,0,1291
31102to31301,1,0,2003
31102to31302,3,0,1843
31102to31303,6,0,2043
31102to31304,4,0,1301
31102to31305,26,0,1032
31102to31306,1,0,3508
31102to31307,13,0,889
31102to31308,4,0,1604
31102to31309,1,0,1381
31102to31310,8,0,1525
31102to31311,11,0,1367
31102to31312,20,0,1319
31102to31400,286,16,271
31102to31401,133,7,415
31102to31402,23,1,672
31102to31403,50,0,921
31102to31404,124,6,466
31102to31405,16,1,643
31102to31406,36,1,482
31102to31407,21,0,949
31102to31500,26,0,924
31102to31501,6,0,906
31102to31502,11,0,887
31102to31503,152,2,763
31102to31504,19,0,879
31102to31505,34,0,993
31102to31506,151,0,741
31102to31507,31,0,465
31102to31508,15,0,1410
31102to31509,38,0,795
31102to31511,3,0,1026
31102to31512,6,0,1375
31102to31513,1,0,4356
31102to31514,1,0,987
31102to31600,73,0,879
31102to31601,5,0,1930
31102to31602,373,44,181
31102to31603,151,0,975
31102to31604,49,0,1053
31102to31605,3,0,2111
31102to31606,5,0,1755
31102to31607,5,0,1775
31102to31608,2,0,1854
31102to31609,8,0,1311
31102to31610,46,0,1571
31102to31611,14,0,1416
31102to31612,23,0,1593
31102to31613,18,0,1874
31102to31614,27,0,1299
31102to31615,20,0,1286
31102to31616,24,0,1164
31102to31617,7,0,1418
31102to31618,11,0,1599
31102to31619,4,0,1474
31102to31620,65,0,1114
31102to31621,14,0,1159
31102to31622,11,0,1598
31102to31623,48,0,1385
31102to31624,58,1,1271
31102to31625,3,0,1748
31102to31626,3,0,1695
31102to31627,35,0,1141
31102to31628,2,0,1666
31102to31629,6,0,1665
31102to31630,5,0,1534
31102to31631,4,0,1420
31102to31632,6,0,1551
31102to31633,2,0,1222
31102to31802,1,0,2484
31103to31002,1,0,2564
31103to31006,1,0,2307
31103to31014,35,0,1379
31103to31015,22,0,1635
31103to31016,2,0,1326
31103to31020,1,0,1234
31103to31025,1,0,2175
31103to31027,3,0,2617
31103to31033,2,0,2526
31103to31034,1,0,4554
31103to31039,1,0,3003
31103to31048,2,0,6722
31103to31100,76,1,852
31103to31101,515,25,338
31103to31102,453,13,347
31103to31104,909,45,188
31103to31105,421,32,141
31103to31106,1231,31,305
31103to31107,643,50,214
31103to31108,17,0,1795
31103to31109,138,0,629
31103to31110,443,9,398
31103to31111,301,7,503
31103to31112,80,28,191
31103to31113,367,6,273
31103to31114,155,4,320
31103to31115,275,4,409
31103to31116,411,9,295
31103to31117,126,13,149
31103to31118,16,0,839
31103to31200,901,24,554
31103to31201,725,9,480
31103to31202,253,7,477
31103to31203,263,2,620
31103to31204,74,0,1001
31103to31205,203,1,819
31103to31206,60,0,970
31103to31207,53,4,493
31103to31208,2,0,2837
31103to31209,18,0,1399
31103to31210,4,0,1022
31103to31211,71,0,1167
31103to31212,254,2,659
31103to31213,362,4,665
31103to31214,601,19,405
31103to31215,113,0,1035
31103to31216,122,0,945
31103to31217,125,0,1111
31103to31218,18,0,1330
31103to31219,143,0,1100
31103to31220,40,0,907
31103to31221,160,0,661
31103to31222,94,2,1018
31103to31223,83,0,866
31103to31224,101,0,746
31103to31225,94,3,994
31103to31226,16,0,1394
31103to31227,78,0,926
31103to31228,123,2,1029
31103to31229,712,32,308
31103to31230,146,0,1026
31103to31231,117,0,1048
31103to31232,232,1,1110
31103to31233,209,1,732
31103to31234,225,1,544
31103to31235,24,0,1147
31103to31236,80,1,1099
31103to31237,94,1,888
31103to31238,144,0,852
31103to31239,422,12,562
31103to31240,6,0,1308
31103to31241,250,0,630
31103to31242,103,0,877
31103to31243,24,1,1415
31103to31244,26,0,1472
31103to31245,108,0,683
31103to31246,154,2,933
31103to31247,161,1,1216
31103to31248,22,0,1505
31103to31249,8,1,1704
31103to31250,161,0,719
31103to31251,85,0,853
31103to31252,136,1,824
31103to31253,105,0,863
31103to31254,95,2,864
31103to31255,127,1,718
31103to31256,35,0,1204
31103to31257,185,1,803
31103to31258,25,1,1713
31103to31259,65,0,859
31103to31260,56,0,1229
31103to31261,12,1,1225
31103to31262,42,1,1006
31103to31263,27,0,1011
31103to31264,25,0,1395
31103to31265,27,0,1101
31103to31266,58,0,791
31103to31267,106,0,579
31103to31268,61,1,493
31103to31269,2,0,1771
31103to31270,9,0,1091
31103to31271,2,0,1826
31103to31272,9,0,1471
31103to31300,25,0,1112
31103to31301,2,0,2018
31103to31302,6,0,1279
31103to31303,8,0,1486
31103to31304,20,0,1098
31103to31305,52,0,804
31103to31306,14,0,1374
31103to31307,51,1,625
31103to31308,3,0,1393
31103to31309,4,0,1248
31103to31310,5,0,1481
31103to31311,3,0,1208
31103to31312,35,0,1080
31103to31400,244,4,632
31103to31401,168,8,481
31103to31402,38,2,811
31103to31403,2,0,1797
31103to31404,103,1,745
31103to31405,3,0,839
31103to31406,49,0,609
31103to31407,19,0,1075
31103to31500,6,0,921
31103to31501,11,0,1191
31103to31502,7,0,1367
31103to31503,63,0,872
31103to31504,14,0,1079
31103to31505,64,0,1050
31103to31506,123,2,831
31103to31507,31,1,685
31103to31508,10,0,1359
31103to31509,28,0,844
31103to31511,7,0,1099
31103to31513,1,0,1201
31103to31514,3,0,1146
31103to31600,72,0,1041
31103to31601,1,0,2669
31103to31602,504,24,330
31103to31603,63,0,1264
31103to31604,28,1,1140
31103to31605,4,0,1508
31103to31606,2,0,4305
31103to31608,2,0,2364
31103to31609,9,0,1619
31103to31610,11,0,1812
31103to31611,7,1,1457
31103to31612,5,0,1549
31103to31613,10,0,2270
31103to31614,13,0,1419
31103to31615,9,0,1533
31103to31616,10,0,1484
31103to31617,1,0,1251
31103to31618,9,0,1766
31103to31619,11,0,1603
31103to31620,45,1,1247
31103to31621,19,0,1283
31103to31622,3,0,2108
31103to31623,102,0,1402
